,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
25405,32,84996,MORTGAGE,7.0,DEBTCONSOLIDATION,C,6000,12.99,0,0.07,Y,7
7707,24,54080,MORTGAGE,8.0,PERSONAL,A,8000,8.63,0,0.15,N,4
3129,24,35640,MORTGAGE,1.0,DEBTCONSOLIDATION,C,10000,13.49,0,0.28,Y,3
24522,32,74000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,1200,7.49,0,0.02,N,9
4118,22,22000,RENT,6.0,MEDICAL,C,4350,11.54,0,0.2,N,3
1998,24,30000,MORTGAGE,,DEBTCONSOLIDATION,A,3075,,0,0.1,N,4
10152,23,34560,RENT,5.0,DEBTCONSOLIDATION,D,9600,16.02,1,0.28,Y,3
28291,28,50000,RENT,4.0,PERSONAL,B,7200,,0,0.14,N,9
30132,36,50000,RENT,2.0,DEBTCONSOLIDATION,A,5500,8.32,0,0.11,N,16
27614,28,150000,MORTGAGE,6.0,VENTURE,A,10000,8.07,0,0.07,N,8
1680,22,28800,OWN,6.0,EDUCATION,A,8875,8.9,0,0.31,N,3
6602,26,50000,RENT,4.0,PERSONAL,B,6000,,0,0.12,N,3
17103,24,30500,RENT,2.0,PERSONAL,F,6800,21.74,1,0.22,Y,4
4934,26,40000,RENT,0.0,PERSONAL,C,5000,13.11,0,0.13,Y,3
11363,22,74000,MORTGAGE,6.0,MEDICAL,A,4000,6.99,0,0.05,N,4
26821,30,43000,RENT,3.0,VENTURE,A,15000,,1,0.35,N,8
9392,22,70000,RENT,0.0,EDUCATION,A,8000,7.66,0,0.11,N,4
12067,22,79000,MORTGAGE,6.0,EDUCATION,B,10000,10.99,0,0.13,N,2
11175,22,44000,RENT,2.0,VENTURE,D,10000,15.58,1,0.23,N,3
20717,27,36000,RENT,5.0,EDUCATION,B,5000,9.63,0,0.14,N,8
29641,43,54000,RENT,0.0,DEBTCONSOLIDATION,A,3000,8.94,0,0.06,N,14
28294,27,50000,RENT,0.0,EDUCATION,A,8000,7.9,0,0.16,N,8
24004,28,68804,MORTGAGE,1.0,EDUCATION,A,22000,6.99,0,0.32,N,6
27703,28,170000,MORTGAGE,8.0,PERSONAL,F,20000,18.99,0,0.12,Y,7
14755,26,114000,MORTGAGE,10.0,PERSONAL,A,14400,7.14,0,0.13,N,2
18148,35,170000,MORTGAGE,6.0,EDUCATION,A,6500,7.49,0,0.04,N,10
5604,24,78300,RENT,0.0,HOMEIMPROVEMENT,A,5000,7.74,0,0.06,N,3
6589,21,50000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5375,7.49,0,0.11,N,3
26268,27,100000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,7600,6.03,0,0.08,N,9
16788,25,66420,MORTGAGE,1.0,EDUCATION,B,4000,12.18,0,0.06,N,2
24653,30,67202,RENT,4.0,DEBTCONSOLIDATION,A,10000,,0,0.15,N,7
16794,22,30000,RENT,0.0,PERSONAL,B,5000,11.49,0,0.17,N,4
9143,22,60000,MORTGAGE,3.0,MEDICAL,A,2000,7.4,0,0.03,N,2
729,22,75000,RENT,2.0,VENTURE,C,20000,,0,0.27,N,2
2941,25,137400,RENT,4.0,EDUCATION,C,3000,13.06,1,0.02,N,2
2717,25,44004,RENT,3.0,MEDICAL,D,12000,15.31,1,0.27,Y,3
14943,26,108000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,15000,11.49,1,0.14,N,3
25629,30,90000,RENT,3.0,MEDICAL,C,12000,12.29,0,0.13,N,5
13678,21,33600,OWN,5.0,VENTURE,B,3000,11.83,0,0.09,N,4
25780,31,46080,RENT,3.0,MEDICAL,E,2800,17.56,0,0.06,N,10
6720,23,54000,RENT,2.0,DEBTCONSOLIDATION,D,6000,14.09,1,0.11,Y,3
11652,23,72858,RENT,7.0,DEBTCONSOLIDATION,B,10000,11.48,0,0.14,N,3
6494,26,45000,RENT,1.0,EDUCATION,B,6000,9.91,0,0.13,N,2
8880,23,39000,RENT,3.0,HOMEIMPROVEMENT,B,8000,11.36,1,0.21,N,3
19576,28,35000,OWN,5.0,EDUCATION,A,10000,7.51,0,0.29,N,7
14925,24,50000,RENT,0.0,EDUCATION,C,15000,13.49,0,0.3,Y,4
25863,27,91000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,14700,7.88,0,0.16,N,6
29207,36,84000,RENT,6.0,EDUCATION,C,25000,12.87,0,0.3,Y,11
28978,28,34000,RENT,7.0,MEDICAL,B,9600,10.99,0,0.28,N,7
13224,25,35412,OWN,3.0,PERSONAL,B,5000,,0,0.14,N,4
5223,24,143000,RENT,7.0,VENTURE,E,9000,16.45,1,0.06,Y,4
6561,24,50000,MORTGAGE,7.0,VENTURE,D,11000,16.89,0,0.22,N,3
7121,26,51600,OWN,10.0,HOMEIMPROVEMENT,B,15000,9.88,0,0.29,N,3
27301,29,130000,MORTGAGE,13.0,VENTURE,A,17500,8.94,0,0.13,N,9
5468,22,45000,MORTGAGE,3.0,EDUCATION,B,15000,11.36,0,0.33,N,2
17761,21,26000,RENT,2.0,EDUCATION,E,7750,16.7,1,0.3,N,3
31329,36,93000,RENT,1.0,PERSONAL,C,12000,13.48,0,0.13,Y,12
14156,24,100000,MORTGAGE,3.0,EDUCATION,B,15000,12.21,0,0.15,N,2
30165,38,48000,MORTGAGE,6.0,PERSONAL,A,6200,7.29,0,0.13,N,14
28842,30,60000,OWN,11.0,EDUCATION,A,20000,6.17,0,0.33,N,9
4292,26,40000,MORTGAGE,5.0,MEDICAL,B,6000,10.62,0,0.15,N,4
6156,23,24000,RENT,4.0,EDUCATION,A,6000,5.42,0,0.25,N,4
23586,29,58800,MORTGAGE,7.0,DEBTCONSOLIDATION,B,5000,11.71,1,0.09,N,6
25403,31,84996,MORTGAGE,1.0,VENTURE,A,2500,8.49,0,0.03,N,10
3833,22,38423,MORTGAGE,6.0,EDUCATION,A,2000,8.49,0,0.05,N,3
8403,22,57600,MORTGAGE,2.0,DEBTCONSOLIDATION,C,4000,,0,0.07,Y,2
10332,22,20000,RENT,,VENTURE,A,10000,6.62,1,0.5,N,2
29076,30,100000,RENT,1.0,PERSONAL,B,1000,11.71,0,0.01,N,6
21186,27,45500,MORTGAGE,2.0,DEBTCONSOLIDATION,C,5000,13.23,0,0.11,Y,8
23973,27,68000,MORTGAGE,3.0,VENTURE,A,10800,7.88,0,0.16,N,8
10679,23,38000,RENT,7.0,VENTURE,A,10000,7.51,0,0.26,N,4
31938,44,94128,MORTGAGE,14.0,MEDICAL,A,4400,7.29,0,0.05,N,11
28905,31,111000,MORTGAGE,3.0,PERSONAL,A,5150,6.62,0,0.05,N,7
23907,27,24500,RENT,3.0,MEDICAL,B,10000,10.25,1,0.41,N,7
15788,26,173000,MORTGAGE,0.0,PERSONAL,A,10000,8.07,0,0.06,N,4
22813,29,58000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,14000,7.51,0,0.24,N,7
21492,28,23000,RENT,,MEDICAL,B,6000,8.88,0,0.26,N,5
17219,26,45000,RENT,1.0,MEDICAL,B,4000,12.21,0,0.09,N,2
15967,26,56100,MORTGAGE,10.0,MEDICAL,D,16000,,1,0.24,Y,2
19588,32,67000,RENT,11.0,DEBTCONSOLIDATION,A,3000,7.14,0,0.04,N,9
19046,29,72000,RENT,13.0,DEBTCONSOLIDATION,D,2000,14.59,1,0.03,Y,8
22826,27,58075,MORTGAGE,6.0,MEDICAL,A,4000,5.99,0,0.07,N,6
11493,22,62322,RENT,7.0,EDUCATION,B,10000,,0,0.16,N,2
10817,22,42000,RENT,6.0,DEBTCONSOLIDATION,A,10000,6.17,0,0.24,N,3
6132,26,21600,RENT,3.0,MEDICAL,B,6000,10.59,0,0.28,N,4
13538,21,93000,MORTGAGE,4.0,EDUCATION,C,9800,12.73,0,0.11,N,3
32351,58,39996,RENT,2.0,VENTURE,B,2500,10.37,0,0.06,N,27
5486,26,60000,RENT,0.0,PERSONAL,A,5000,7.14,0,0.08,N,2
19854,29,44000,RENT,8.0,VENTURE,A,11000,7.29,0,0.25,N,6
30023,40,108000,RENT,10.0,HOMEIMPROVEMENT,B,9000,11.86,1,0.08,N,12
26528,28,105000,MORTGAGE,8.0,VENTURE,B,12000,9.63,0,0.11,N,10
31018,46,54000,RENT,8.0,PERSONAL,B,10000,11.71,1,0.19,N,15
16506,21,52000,RENT,5.0,PERSONAL,B,1500,11.99,0,0.03,N,2
10626,25,36000,RENT,2.0,PERSONAL,B,10000,,0,0.28,N,2
10155,23,65004,MORTGAGE,7.0,PERSONAL,A,15000,7.88,0,0.23,N,3
3032,26,35000,MORTGAGE,1.0,EDUCATION,D,5000,14.42,0,0.14,Y,2
5872,24,47000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,8500,,0,0.18,N,3
7376,24,91700,RENT,1.0,EDUCATION,B,6500,9.88,0,0.07,N,3
8068,24,50004,RENT,4.0,DEBTCONSOLIDATION,C,7200,12.84,0,0.14,Y,3
12574,26,83000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,25000,,0,0.3,N,3
18860,35,28000,OWN,3.0,VENTURE,A,7600,6.62,0,0.27,N,10
19687,27,35000,OWN,4.0,VENTURE,C,7500,11.34,0,0.21,N,9
12893,22,75000,RENT,6.0,EDUCATION,A,12000,,0,0.16,N,2
9225,23,60000,MORTGAGE,0.0,PERSONAL,B,10000,11.26,0,0.17,N,3
28624,27,50000,MORTGAGE,2.0,VENTURE,C,10750,13.48,0,0.21,N,7
14446,22,32000,RENT,6.0,EDUCATION,B,15000,9.88,1,0.47,N,4
30796,36,65000,MORTGAGE,1.0,VENTURE,B,7000,11.49,0,0.11,N,11
28733,33,135000,OWN,0.0,HOMEIMPROVEMENT,A,6275,6.91,0,0.05,N,7
28309,29,60000,RENT,2.0,HOMEIMPROVEMENT,A,14000,7.51,0,0.23,N,5
9916,22,65000,OWN,6.0,VENTURE,B,7000,11.49,0,0.11,N,4
16484,22,137004,MORTGAGE,3.0,DEBTCONSOLIDATION,A,10000,5.79,0,0.07,N,4
26490,27,104000,MORTGAGE,11.0,PERSONAL,B,10000,10.65,0,0.1,N,9
10625,24,63582,MORTGAGE,3.0,HOMEIMPROVEMENT,C,14000,13.85,1,0.22,N,3
12113,26,62900,MORTGAGE,4.0,MEDICAL,A,11000,7.9,1,0.15,N,3
3047,22,29000,OTHER,0.0,DEBTCONSOLIDATION,B,7500,10.08,1,0.26,N,4
23727,32,12000,RENT,1.0,MEDICAL,A,9325,8.38,1,0.78,N,6
28601,29,62500,MORTGAGE,13.0,MEDICAL,B,5000,11.36,0,0.08,N,5
31680,37,91800,MORTGAGE,0.0,MEDICAL,F,5000,19.47,1,0.05,Y,16
7469,22,53000,MORTGAGE,6.0,EDUCATION,E,10000,17.39,0,0.19,N,3
30846,38,23000,RENT,4.0,EDUCATION,C,10000,13.48,1,0.43,Y,16
14443,25,30000,OWN,1.0,PERSONAL,A,3000,9.63,0,0.1,N,2
21969,32,12000,RENT,2.0,EDUCATION,A,6200,6.17,1,0.52,N,9
24153,27,42000,RENT,1.0,EDUCATION,A,10000,,0,0.24,N,8
16515,25,38496,MORTGAGE,7.0,HOMEIMPROVEMENT,A,8000,6.03,0,0.21,N,3
7156,25,70356,RENT,8.0,HOMEIMPROVEMENT,A,7000,7.29,0,0.1,N,4
22520,28,50000,RENT,4.0,DEBTCONSOLIDATION,B,7200,,0,0.14,N,7
18248,32,85000,RENT,4.0,PERSONAL,A,24000,7.9,0,0.28,N,6
14399,24,105000,MORTGAGE,4.0,VENTURE,C,4000,11.34,0,0.04,N,4
5436,22,45000,OWN,7.0,EDUCATION,A,6000,6.76,0,0.13,N,2
1059,26,95000,RENT,9.0,HOMEIMPROVEMENT,D,18000,15.31,0,0.19,N,3
2890,26,71000,RENT,9.0,MEDICAL,B,3000,,0,0.04,N,4
21458,29,48000,MORTGAGE,1.0,VENTURE,C,7000,12.68,0,0.15,Y,6
12487,24,82000,MORTGAGE,8.0,VENTURE,B,5325,,0,0.06,N,3
11608,26,75000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,15350,6.17,0,0.2,N,4
454,24,130000,RENT,7.0,DEBTCONSOLIDATION,B,24000,11.49,0,0.18,N,3
24475,31,55000,RENT,3.0,DEBTCONSOLIDATION,B,10000,10.59,0,0.18,N,10
3348,24,36000,MORTGAGE,4.0,VENTURE,D,2000,14.96,0,0.06,N,2
6342,22,49000,MORTGAGE,,PERSONAL,A,16750,6.91,0,0.34,N,4
11475,26,75000,OWN,10.0,MEDICAL,B,9250,12.69,0,0.12,N,4
15408,25,65000,RENT,0.0,PERSONAL,A,15000,9.63,0,0.23,N,4
32566,52,30000,RENT,6.0,VENTURE,C,5000,12.73,0,0.17,N,18
19902,34,29000,RENT,0.0,HOMEIMPROVEMENT,A,10800,9.63,1,0.37,N,10
14673,21,111000,MORTGAGE,4.0,VENTURE,A,28000,7.49,0,0.25,N,2
13029,24,87500,RENT,9.0,DEBTCONSOLIDATION,C,12000,12.68,0,0.14,Y,4
27919,30,21600,RENT,1.0,DEBTCONSOLIDATION,B,1500,11.71,1,0.07,N,8
3094,22,29280,MORTGAGE,0.0,EDUCATION,C,12000,11.66,1,0.41,Y,3
15304,25,60000,RENT,7.0,DEBTCONSOLIDATION,B,15000,,0,0.25,N,3
26281,28,100000,MORTGAGE,2.0,EDUCATION,A,4000,7.49,0,0.04,N,8
1420,26,64000,RENT,,DEBTCONSOLIDATION,B,1000,10.75,0,0.02,N,3
20504,30,45000,RENT,0.0,MEDICAL,B,4800,10.37,0,0.11,N,6
32055,37,74400,OWN,21.0,VENTURE,A,7500,7.05,0,0.1,N,14
12502,22,82000,MORTGAGE,6.0,EDUCATION,B,10750,9.25,0,0.13,N,2
10423,22,27376,RENT,0.0,EDUCATION,C,10000,10.28,1,0.37,N,3
1121,22,41400,RENT,2.0,MEDICAL,C,17000,12.87,1,0.41,N,3
22228,28,53796,MORTGAGE,12.0,HOMEIMPROVEMENT,B,7000,9.91,0,0.13,N,8
5868,22,48000,RENT,3.0,EDUCATION,B,5500,11.49,0,0.11,N,4
7218,24,90000,RENT,0.0,MEDICAL,C,7000,13.99,0,0.08,N,4
11070,24,72000,OWN,,VENTURE,B,16000,12.42,0,0.22,N,3
917,26,96000,RENT,6.0,PERSONAL,C,19000,13.22,0,0.2,Y,2
26402,29,100000,MORTGAGE,7.0,MEDICAL,C,15000,12.04,0,0.15,N,5
19022,27,40000,RENT,9.0,DEBTCONSOLIDATION,B,2000,10.75,0,0.05,N,6
21353,28,39996,RENT,10.0,EDUCATION,D,5525,14.54,0,0.14,N,10
11485,24,62000,RENT,3.0,HOMEIMPROVEMENT,C,10000,13.49,0,0.16,Y,3
4344,21,26400,RENT,5.0,PERSONAL,C,4750,12.23,0,0.18,N,3
18537,27,60000,RENT,4.0,DEBTCONSOLIDATION,B,18500,10.99,1,0.31,N,5
18254,28,103832,RENT,12.0,EDUCATION,E,24000,16.69,0,0.23,N,5
21130,27,66000,RENT,10.0,MEDICAL,C,5000,13.99,0,0.08,Y,10
9923,25,65000,MORTGAGE,1.0,PERSONAL,A,12000,7.49,0,0.18,N,4
30112,40,28800,RENT,4.0,DEBTCONSOLIDATION,B,5400,10.37,0,0.19,N,15
29195,38,192000,MORTGAGE,22.0,HOMEIMPROVEMENT,A,5600,7.9,0,0.03,N,14
30628,39,60000,MORTGAGE,19.0,VENTURE,A,15000,6.91,0,0.25,N,14
29042,28,50000,RENT,1.0,HOMEIMPROVEMENT,C,16200,13.99,1,0.32,Y,6
5044,23,47000,RENT,4.0,EDUCATION,B,5000,9.99,0,0.11,N,3
27995,27,31500,RENT,10.0,DEBTCONSOLIDATION,C,6000,12.84,1,0.19,N,8
10921,23,48000,RENT,1.0,VENTURE,A,4325,5.42,0,0.09,N,4
10079,24,23040,RENT,0.0,DEBTCONSOLIDATION,F,9500,19.04,1,0.41,Y,4
18618,31,105600,RENT,5.0,DEBTCONSOLIDATION,B,17700,10.99,0,0.17,N,6
8336,25,53000,RENT,0.0,EDUCATION,B,7500,10.39,0,0.14,N,4
6684,21,55600,RENT,2.0,MEDICAL,A,6000,,0,0.11,N,4
10913,26,70000,MORTGAGE,0.0,EDUCATION,A,7000,7.88,0,0.1,N,4
21227,35,45996,MORTGAGE,0.0,VENTURE,D,15000,14.42,0,0.33,Y,7
24486,28,55000,RENT,1.0,MEDICAL,A,10000,9.32,0,0.18,N,8
22721,27,62000,RENT,4.0,EDUCATION,C,7500,13.04,0,0.12,Y,6
11725,22,75000,MORTGAGE,3.0,PERSONAL,A,5600,8.0,0,0.07,N,2
22884,35,26000,RENT,3.0,PERSONAL,A,8000,7.9,1,0.31,N,10
17565,25,174000,MORTGAGE,2.0,EDUCATION,C,8800,14.27,0,0.05,N,4
452,24,124080,RENT,4.0,PERSONAL,D,24000,16.49,0,0.19,Y,4
11114,24,49200,RENT,8.0,VENTURE,C,10000,13.49,0,0.2,N,3
15932,24,9600,OWN,2.0,VENTURE,A,3200,7.88,1,0.33,N,2
6144,23,22884,RENT,8.0,EDUCATION,B,6000,11.49,0,0.26,N,3
22403,30,55000,MORTGAGE,1.0,PERSONAL,B,6500,10.99,0,0.12,N,9
12974,22,36000,OWN,,VENTURE,A,6000,8.9,0,0.17,N,3
17794,25,55000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,24200,8.49,0,0.44,N,2
22610,33,30000,RENT,14.0,EDUCATION,B,7500,11.86,1,0.25,N,5
5323,26,28700,RENT,6.0,MEDICAL,D,8500,13.55,1,0.3,Y,3
12489,25,46000,RENT,9.0,PERSONAL,A,12000,5.42,0,0.26,N,3
9345,26,65000,RENT,4.0,PERSONAL,A,8000,6.92,0,0.12,N,4
25086,28,80000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,6500,11.11,0,0.08,N,7
20486,32,36400,RENT,3.0,EDUCATION,D,4800,14.11,0,0.13,Y,6
3215,23,36000,MORTGAGE,6.0,PERSONAL,C,14000,12.99,0,0.39,Y,3
25996,32,95000,MORTGAGE,16.0,PERSONAL,B,20000,10.65,0,0.21,N,5
22945,31,35142,RENT,,VENTURE,B,8000,11.11,0,0.23,N,6
15242,25,126000,MORTGAGE,9.0,VENTURE,B,10200,,0,0.08,N,4
418,26,65000,RENT,10.0,DEBTCONSOLIDATION,A,24000,,1,0.37,N,2
6347,24,49000,MORTGAGE,7.0,MEDICAL,A,3500,7.88,0,0.07,N,3
10630,25,69600,MORTGAGE,9.0,VENTURE,B,7000,11.49,0,0.1,N,2
16538,23,42000,MORTGAGE,7.0,VENTURE,C,12000,15.23,0,0.29,Y,3
18203,30,32004,RENT,1.0,PERSONAL,B,24250,11.12,1,0.76,N,5
22704,30,57000,RENT,4.0,VENTURE,C,7500,14.27,0,0.13,N,5
24321,31,66000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,2400,9.91,1,0.04,N,5
21981,31,60000,RENT,1.0,MEDICAL,A,6200,8.59,0,0.1,N,7
22190,33,53000,RENT,6.0,HOMEIMPROVEMENT,C,6700,13.49,0,0.13,N,6
8753,23,60000,MORTGAGE,6.0,EDUCATION,A,1200,6.03,0,0.02,N,3
24615,32,64000,RENT,1.0,EDUCATION,B,10000,12.69,0,0.16,N,10
7053,22,55000,RENT,3.0,VENTURE,A,7000,6.91,0,0.13,N,4
12826,23,85000,MORTGAGE,1.0,VENTURE,B,10000,10.36,0,0.12,N,4
11174,24,72000,MORTGAGE,8.0,VENTURE,A,8000,7.88,0,0.11,N,4
4656,22,72000,RENT,0.0,VENTURE,B,9975,10.99,0,0.14,N,3
7993,23,25200,RENT,7.0,EDUCATION,B,7200,11.86,1,0.29,N,4
3937,25,45600,RENT,2.0,MEDICAL,A,4000,6.54,0,0.09,N,3
8007,25,55000,MORTGAGE,10.0,EDUCATION,C,15000,,0,0.27,Y,3
12121,24,68298,RENT,3.0,VENTURE,A,11500,,0,0.17,N,2
542,24,65000,RENT,4.0,EDUCATION,D,21250,15.95,1,0.33,Y,4
511,26,82600,RENT,10.0,VENTURE,B,22000,12.69,0,0.27,N,2
31693,41,17000,RENT,0.0,PERSONAL,C,1500,15.23,1,0.09,N,13
25488,27,37000,OWN,1.0,VENTURE,D,16750,15.33,0,0.45,Y,10
25636,31,94140,RENT,5.0,VENTURE,D,12000,14.91,0,0.13,Y,8
21258,27,43218,RENT,11.0,VENTURE,C,5300,14.65,0,0.12,Y,10
22195,34,53000,OWN,9.0,HOMEIMPROVEMENT,A,9600,8.94,0,0.18,N,10
22126,31,52000,MORTGAGE,0.0,VENTURE,B,25000,10.71,0,0.48,N,7
10154,25,35000,RENT,5.0,VENTURE,B,9600,9.91,0,0.27,N,2
26654,28,110000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,6000,10.65,0,0.05,N,8
9226,21,22000,RENT,5.0,PERSONAL,D,5000,15.7,0,0.23,Y,3
8034,26,55000,MORTGAGE,8.0,VENTURE,B,7000,12.53,0,0.13,N,4
22909,29,60000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,6000,13.49,0,0.1,Y,8
20407,28,54000,RENT,0.0,EDUCATION,C,4500,,1,0.08,Y,8
13521,25,93000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2000,15.23,0,0.02,N,4
20780,28,43000,MORTGAGE,6.0,VENTURE,A,15000,6.03,0,0.35,N,5
31345,50,120000,RENT,0.0,MEDICAL,B,12000,9.62,0,0.1,N,12
13008,23,85000,RENT,3.0,MEDICAL,A,12000,,0,0.14,N,2
26563,29,105996,MORTGAGE,0.0,DEBTCONSOLIDATION,B,19400,,0,0.18,N,6
14508,24,38000,RENT,1.0,MEDICAL,B,2000,11.83,0,0.05,N,2
13441,25,100000,RENT,3.0,DEBTCONSOLIDATION,A,2600,7.9,0,0.03,N,3
31312,37,86500,MORTGAGE,13.0,EDUCATION,A,6500,7.14,0,0.08,N,13
14053,24,100000,MORTGAGE,7.0,EDUCATION,D,10300,15.99,0,0.1,Y,4
10270,24,73000,RENT,5.0,MEDICAL,C,9600,13.92,0,0.13,Y,3
232,22,185000,RENT,4.0,MEDICAL,B,25000,11.36,0,0.14,N,2
9887,23,45000,RENT,7.0,EDUCATION,B,9000,10.65,0,0.2,N,2
8012,23,49000,MORTGAGE,7.0,PERSONAL,G,15000,19.82,1,0.31,N,2
26286,29,100000,MORTGAGE,0.0,EDUCATION,C,12025,13.49,0,0.12,N,9
12115,25,80000,MORTGAGE,4.0,MEDICAL,C,25000,13.49,0,0.31,N,2
6259,26,30000,RENT,2.0,MEDICAL,A,6000,6.54,0,0.2,N,2
10582,26,69000,MORTGAGE,8.0,PERSONAL,A,15000,7.49,0,0.22,N,3
2386,23,51873,RENT,2.0,VENTURE,A,2500,,0,0.05,N,3
10095,25,46500,RENT,5.0,EDUCATION,A,9500,6.76,0,0.2,N,3
31522,37,100000,MORTGAGE,0.0,VENTURE,C,9600,13.22,0,0.1,Y,17
9781,22,28800,RENT,5.0,MEDICAL,B,9000,10.99,1,0.31,N,2
20816,29,43000,MORTGAGE,13.0,MEDICAL,A,10000,8.0,0,0.23,N,9
4955,22,42000,RENT,0.0,EDUCATION,A,5000,8.9,0,0.12,N,4
24299,27,71000,RENT,9.0,DEBTCONSOLIDATION,B,4200,,0,0.06,N,5
4519,26,72000,RENT,4.0,HOMEIMPROVEMENT,B,4800,11.86,0,0.07,N,3
22170,28,53000,MORTGAGE,12.0,HOMEIMPROVEMENT,B,17050,12.42,0,0.32,N,7
12828,23,85000,MORTGAGE,0.0,EDUCATION,B,7000,9.25,0,0.08,N,4
28688,27,65000,RENT,0.0,HOMEIMPROVEMENT,B,12000,,0,0.18,N,7
28446,27,54000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,12000,16.49,1,0.22,N,10
17614,25,35000,OWN,9.0,VENTURE,C,4000,13.11,0,0.11,N,4
4765,22,31404,RENT,0.0,PERSONAL,A,5000,7.51,0,0.16,N,3
8814,24,60000,MORTGAGE,3.0,EDUCATION,A,4000,5.42,0,0.07,N,2
28224,29,120000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,35000,8.9,0,0.29,N,6
9574,23,55000,RENT,7.0,PERSONAL,C,8200,13.11,0,0.15,Y,3
7063,26,56000,RENT,4.0,PERSONAL,A,7000,9.07,0,0.13,N,3
30025,47,244000,RENT,10.0,HOMEIMPROVEMENT,C,9000,13.61,0,0.04,N,11
11258,24,72444,MORTGAGE,7.0,HOMEIMPROVEMENT,B,25000,10.74,0,0.35,N,4
6687,24,50000,MORTGAGE,5.0,PERSONAL,A,6000,6.17,0,0.12,N,2
27985,31,30000,RENT,2.0,MEDICAL,B,3000,10.95,0,0.1,N,8
21462,33,612000,RENT,3.0,DEBTCONSOLIDATION,C,5950,12.73,0,0.01,Y,9
16228,22,27500,RENT,1.0,EDUCATION,B,4250,10.99,0,0.15,N,4
17815,24,57500,RENT,4.0,DEBTCONSOLIDATION,C,2525,,0,0.04,N,4
12730,23,85000,OWN,7.0,PERSONAL,D,14000,16.29,0,0.16,Y,4
12800,22,85000,MORTGAGE,6.0,EDUCATION,A,10000,,0,0.12,N,2
18297,30,64600,RENT,0.0,MEDICAL,A,21500,6.91,1,0.28,N,10
17982,27,207182,MORTGAGE,11.0,VENTURE,B,22000,10.62,0,0.11,N,5
31836,47,156000,MORTGAGE,5.0,EDUCATION,B,18000,11.99,0,0.12,N,17
24729,32,75000,MORTGAGE,5.0,PERSONAL,C,15000,13.57,0,0.2,N,6
11703,22,75000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,7.74,0,0.08,N,4
9081,23,60000,RENT,0.0,VENTURE,B,8000,11.14,0,0.13,N,3
19409,27,33000,MORTGAGE,6.0,VENTURE,A,12000,7.51,0,0.36,N,7
11670,24,75000,OWN,8.0,EDUCATION,B,15000,,0,0.2,N,2
5018,22,39000,RENT,2.0,MEDICAL,C,5000,12.23,1,0.13,Y,3
12660,25,84000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,15000,7.88,0,0.18,N,4
6447,22,40000,RENT,0.0,VENTURE,A,6000,8.32,0,0.15,N,3
1640,25,57000,RENT,9.0,HOMEIMPROVEMENT,C,1500,,0,0.03,N,3
26810,32,27500,OWN,1.0,VENTURE,D,5000,14.59,0,0.18,Y,10
362,26,161000,RENT,10.0,VENTURE,A,30000,7.9,0,0.19,N,4
13280,24,90000,MORTGAGE,3.0,MEDICAL,A,3000,,0,0.03,N,4
8325,22,50000,RENT,1.0,PERSONAL,A,7500,8.32,0,0.15,N,4
2563,26,33000,OWN,,VENTURE,A,10150,8.49,0,0.31,N,2
17925,28,250000,MORTGAGE,3.0,PERSONAL,B,35000,11.71,0,0.14,N,7
18199,33,248735,RENT,4.0,DEBTCONSOLIDATION,D,25000,14.11,1,0.1,Y,6
13911,24,98000,MORTGAGE,,MEDICAL,A,5000,5.79,0,0.05,N,2
3942,22,47004,RENT,2.0,PERSONAL,A,4000,,0,0.09,N,3
13893,23,32000,OWN,7.0,EDUCATION,C,3500,15.27,0,0.11,N,3
3555,26,37200,MORTGAGE,1.0,PERSONAL,B,6000,10.36,0,0.16,N,2
27600,34,150000,MORTGAGE,14.0,VENTURE,E,25000,16.7,0,0.17,Y,6
23215,34,60000,MORTGAGE,6.0,EDUCATION,E,10500,15.68,0,0.17,N,10
4327,24,40000,OWN,8.0,HOMEIMPROVEMENT,C,7500,13.22,0,0.19,N,3
15181,26,125000,MORTGAGE,10.0,PERSONAL,A,10200,7.49,0,0.08,N,4
22478,33,55000,OWN,4.0,HOMEIMPROVEMENT,A,12000,7.51,0,0.22,N,9
14488,26,108000,MORTGAGE,4.0,PERSONAL,A,9000,5.79,0,0.08,N,2
